,datetime,tempmin,temp,tempmax
0,2024-12-02,21.6,24.8,29.6
1,2024-12-03,20.0,21.9,23.5
2,2024-12-04,17.1,18.2,20.0
3,2024-12-05,17.0,21.0,27.5
4,2024-12-06,21.0,25.9,31.7
5,2024-12-07,21.5,26.2,32.1
6,2024-12-08,21.1,22.9,25.1
7,2024-12-09,21.1,23.0,25.7
