,datetime,tempmin,temp,tempmax
0,2024-11-18,17.7,23.3,30.9
1,2024-11-19,17.9,22.0,29.0
2,2024-11-20,17.2,22.9,31.2
3,2024-11-21,19.5,20.9,23.5
4,2024-11-22,18.5,19.7,21.6
5,2024-11-23,17.0,19.4,22.7
6,2024-11-24,15.5,18.2,22.2
7,2024-11-25,15.8,21.1,28.1
