,datetime,tempmin,temp,tempmax
0,2025-02-03,18.9,22.6,26.5
1,2025-02-04,18.1,19.8,21.6
2,2025-02-05,18.1,22.1,28.8
3,2025-02-06,18.1,22.2,27.8
4,2025-02-07,17.6,22.6,30.0
5,2025-02-08,18.4,22.4,29.5
6,2025-02-09,18.7,23.1,29.3
7,2025-02-10,18.4,23.4,28.8
