,datetime,tempmin,temp,tempmax
0,2024-10-14,16.6,18.8,23.5
1,2024-10-15,16.7,20.5,31.6
2,2024-10-16,16.3,22.7,31.7
3,2024-10-17,17.0,22.9,33.3
4,2024-10-18,17.7,22.5,32.7
5,2024-10-19,17.9,18.7,19.5
6,2024-10-20,16.5,19.1,23.2
7,2024-10-21,18.3,20.4,23.7
