,datetime,tempmin,temp,tempmax
0,2024-11-25,15.8,21.1,28.1
1,2024-11-26,18.4,24.9,30.6
2,2024-11-27,21.4,27.9,32.5
3,2024-11-28,21.1,26.4,33.1
4,2024-11-29,20.8,24.0,27.1
5,2024-11-30,20.5,23.5,28.1
6,2024-12-01,20.1,23.3,29.2
7,2024-12-02,21.6,24.8,29.6
