,datetime,tempmin,temp,tempmax
0,2024-10-21,17.0,20.5,24.1
1,2024-10-22,20.0,24.5,30.1
2,2024-10-23,20.1,23.6,28.1
3,2024-10-24,20.1,23.4,29.1
4,2024-10-25,20.0,23.2,27.1
5,2024-10-26,18.5,23.3,28.6
6,2024-10-27,16.0,16.7,18.1
7,2024-10-28,16.0,18.0,21.0
