,datetime,tempmin,temp,tempmax
0,2024-11-04,19.0,20.5,23.4
1,2024-11-05,19.5,22.6,27.4
2,2024-11-06,21.0,22.8,27.6
3,2024-11-07,21.0,22.0,23.0
4,2024-11-08,18.0,20.0,22.5
5,2024-11-09,15.5,17.9,21.4
6,2024-11-10,14.0,18.1,22.6
7,2024-11-11,15.1,22.3,29.6
