,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Itapevi, SP, Brasil",2025-01-06,29.2,20.1,22.9,29.5,20.1,23.1,18.3,76.4,0,0,0.0,,0,0,42.5,27.7,135.0,1013.7,75.9,10.1,157.8,13.7,7,,2025-01-06T05:28:17,2025-01-06T18:59:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
1,"Itapevi, SP, Brasil",2025-01-07,27.1,20.0,21.9,28.0,20.0,21.9,18.4,81.2,4,100,4.17,rain,0,0,54.9,28.8,90.6,1014.1,81.5,10.0,118.0,10.1,7,,2025-01-07T05:28:59,2025-01-07T18:59:15,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
2,"Itapevi, SP, Brasil",2025-01-08,26.6,19.0,21.3,26.6,19.0,21.3,17.9,81.8,0,0,0.0,,0,0,66.6,25.4,86.1,1014.1,80.3,10.0,109.0,9.5,6,,2025-01-08T05:29:41,2025-01-08T18:59:23,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
3,"Itapevi, SP, Brasil",2025-01-09,23.5,18.5,20.4,23.5,18.5,20.4,17.1,81.7,0,0,0.0,,0,0,43.2,22.3,102.0,1013.8,91.2,10.1,121.9,10.6,6,,2025-01-09T05:30:24,2025-01-09T18:59:30,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
4,"Itapevi, SP, Brasil",2025-01-10,24.5,17.5,20.4,24.5,17.5,20.4,15.7,75.7,0,0,0.0,,0,0,34.6,20.7,135.0,1014.3,72.7,10.1,160.2,14.0,7,,2025-01-10T05:31:06,2025-01-10T18:59:35,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
5,"Itapevi, SP, Brasil",2025-01-11,27.1,15.7,20.7,27.6,15.7,20.7,15.5,73.6,0,0,0.0,,0,0,34.9,20.9,66.9,1013.8,62.7,10.3,184.2,16.2,7,,2025-01-11T05:31:50,2025-01-11T18:59:39,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
6,"Itapevi, SP, Brasil",2025-01-12,23.5,18.0,20.2,23.5,18.0,20.2,16.4,79.2,0,0,0.0,,0,0,42.8,22.3,132.6,1014.4,81.8,10.3,128.4,11.0,5,,2025-01-12T05:32:33,2025-01-12T18:59:41,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
7,"Itapevi, SP, Brasil",2025-01-13,23.4,16.1,19.5,23.4,16.1,19.5,14.1,72.1,0,0,0.0,,0,0,42.1,20.3,191.4,1014.6,69.2,10.6,145.3,12.7,6,,2025-01-13T05:33:17,2025-01-13T18:59:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,F7461,SBSP,SBGR,83780099999"
