,datetime,tempmin,temp,tempmax
0,2025-01-06,20.1,22.9,29.2
1,2025-01-07,20.0,21.9,27.1
2,2025-01-08,19.0,21.3,26.6
3,2025-01-09,18.5,20.4,23.5
4,2025-01-10,17.5,20.4,24.5
5,2025-01-11,15.7,20.7,27.1
6,2025-01-12,18.0,20.2,23.5
7,2025-01-13,16.1,19.5,23.4
