,datetime,tempmin,temp,tempmax
0,2024-12-09,21.1,23.0,25.7
1,2024-12-10,17.0,21.4,27.2
2,2024-12-11,17.0,19.4,23.1
3,2024-12-12,16.0,20.2,25.2
4,2024-12-13,18.0,21.2,25.7
5,2024-12-14,20.5,22.2,25.5
6,2024-12-15,20.1,23.8,29.1
7,2024-12-16,20.4,24.3,28.7
