,datetime,tempmin,temp,tempmax
0,2024-12-23,19.0,21.0,23.5
1,2024-12-24,18.0,21.2,25.6
2,2024-12-25,20.1,23.4,30.1
3,2024-12-26,20.0,21.5,24.5
4,2024-12-27,19.0,21.7,24.8
5,2024-12-28,20.8,23.2,28.2
6,2024-12-29,19.8,22.2,27.6
7,2024-12-30,19.8,22.0,27.6
