,datetime,tempmin,temp,tempmax
0,2024-10-07,15.1,19.3,27.6
1,2024-10-08,16.2,21.0,33.2
2,2024-10-09,16.1,18.3,21.4
3,2024-10-10,17.6,20.4,25.4
4,2024-10-11,18.9,22.1,28.0
5,2024-10-12,17.4,21.4,27.2
6,2024-10-13,15.6,18.8,25.0
7,2024-10-14,15.8,18.9,23.5
