,datetime,tempmin,temp,tempmax
0,2024-11-11,15.5,22.3,29.7
1,2024-11-12,17.7,21.9,31.4
2,2024-11-13,15.0,16.4,18.0
3,2024-11-14,15.1,17.0,19.7
4,2024-11-15,16.4,19.6,24.9
5,2024-11-16,19.0,20.8,24.3
6,2024-11-17,18.4,21.9,27.8
7,2024-11-18,17.7,23.3,30.9
