,datetime,tempmin,temp,tempmax
0,2024-12-16,20.4,24.3,28.7
1,2024-12-17,16.8,20.8,26.1
2,2024-12-18,17.0,20.9,26.3
3,2024-12-19,18.8,23.5,30.5
4,2024-12-20,20.2,23.8,30.2
5,2024-12-21,20.6,22.4,27.6
6,2024-12-22,20.5,23.2,27.2
7,2024-12-23,19.0,21.0,23.5
